radius_of_gyration,mean_coord_distance,max_coord_distance,min_coord_distance,binding_site_volume,asymmetry,accessibility_score,occupied_octants,empty_octants
2.5452888,2.5631099,3.739773,2.283989,33.06657454756893,0.40908504,0.0,8,0
2.4001462,2.398971,2.5383065,2.286502,27.3569943237587,0.080103375,0.0,8,0
2.5397542,2.5406785,3.6870048,2.3062747,32.71297686924948,0.38988918,0.0,8,0
2.4097714,2.4092155,2.5312047,2.2720468,27.414953181717152,0.083618835,0.0,8,0
2.5976431,2.578319,3.786423,2.2918108,34.149824485505604,0.42236438,0.0,8,0
2.448292,2.4477203,2.6860018,2.3257036,29.170537499622014,0.09701156,0.0,8,0
2.538182,2.5312874,3.7413106,2.3120756,32.62863011602513,0.40881017,0.0,8,0
2.4290266,2.43007,2.5756743,2.3195462,28.32664349248006,0.09215708,0.0,8,0
2.5479913,2.5357695,3.7922285,2.2742686,32.3442576902534,0.43062055,0.0,8,0
2.4348116,2.4361908,2.5539172,2.3050823,27.94694522971404,0.08033118,0.0,8,0
2.3933887,2.3938036,2.5887465,2.2518659,27.268980255051066,0.09359521,0.0,7,1
2.4275856,2.42614,2.6673787,2.2769508,27.66788056383448,0.13454178,0.0,8,0
2.430304,2.4275603,2.6213365,2.2624094,28.146587642553303,0.11988374,0.0,8,0
2.425088,2.4255369,2.6297538,2.2851489,27.88869619560159,0.11515545,0.0,7,1
2.55561,2.5575368,3.7251306,2.312055,33.24455712079529,0.40727827,0.0,8,0
2.4267666,2.4272661,2.562383,2.3021102,27.60196643143713,0.08815716,0.0,7,1
2.4100692,2.41169,2.571598,2.3250601,27.361468549548665,0.06886762,0.0,8,0
2.4124444,2.4118755,2.5002,2.2951238,27.65825075563869,0.06412403,0.0,8,0
2.5400286,2.5350323,3.7393305,2.2646205,32.66144039114499,0.4094786,0.0,8,0
2.3778708,2.377534,2.5078082,2.2958446,26.94394229070366,0.07273076,0.0,8,0
2.4250023,2.4235,2.7604885,2.2924197,27.859091346240472,0.13409908,0.0,8,0
2.5812283,2.574239,3.7471855,2.2982595,33.82224542806967,0.41427714,0.0,8,0
2.5259376,2.5253787,3.7178886,2.3044736,31.95269209252489,0.40345016,0.0,8,0
2.454081,2.4523215,2.6255665,2.3215954,28.83521937136923,0.099089086,0.0,8,0
2.4550335,2.4559145,2.7162318,2.31631,29.079029004249435,0.1401836,0.0,8,0
2.4437926,2.443551,2.6011736,2.326457,28.79012330925246,0.09615592,0.0,8,0
2.5606136,2.5590315,3.7142158,2.2829375,33.7651091572601,0.40344673,0.0,8,0
2.5697715,2.5687692,3.7824452,2.2311912,32.99854379387449,0.41699845,0.0,8,0
2.3892865,2.3914766,2.4953954,2.3013241,26.892970895756545,0.07145861,0.0,8,0
2.423143,2.426404,2.5408843,2.3276372,27.853414541175095,0.075616054,0.0,8,0
2.5210278,2.5222263,3.6006243,2.2811842,32.91668221824102,0.36681667,0.0,8,0
2.5292401,2.5389194,3.720726,2.2863085,32.178033360093025,0.40486997,0.0,8,0
2.4259727,2.4225535,2.7518177,2.2712562,27.6272199075218,0.14252469,0.0,8,0
2.5303195,2.5323405,3.6439266,2.2580297,32.20858932920088,0.38345838,0.0,8,0
2.4210956,2.4197347,2.5916955,2.2157617,27.919532284121278,0.10658844,0.0,7,1
2.5324566,2.5248647,3.6238937,2.280307,32.36719459047841,0.37448218,0.0,8,0
2.4281437,2.4287176,2.5929708,2.2785091,27.901062965148462,0.10402007,0.0,7,1
2.4359174,2.440795,2.5360794,2.3545272,28.533301154333568,0.04985156,0.0,8,0
2.5435002,2.5397627,3.7942195,2.2437682,32.61847669046475,0.42550698,0.0,8,0
2.4122915,2.4118834,2.5422223,2.307141,27.75853234327793,0.089033686,0.0,8,0
2.4352796,2.4362042,2.639129,2.2664745,28.243214659850846,0.12931463,0.0,8,0
2.4471772,2.4517083,2.5839884,2.326735,28.44592827218047,0.08342157,0.0,6,2
2.4385226,2.4407163,2.6812873,2.3288841,28.000720603382415,0.12223033,0.0,7,1
2.5839052,2.568365,3.7625253,2.294209,33.8991431135641,0.40691575,0.0,8,0
2.5716283,2.5660615,3.7241924,2.2912889,34.195614038186704,0.3994017,0.0,8,0
2.4148788,2.41457,2.558144,2.2780058,27.908587547726235,0.0854167,0.0,7,1
2.5553234,2.550373,3.7363217,2.202634,33.16973412305544,0.40900883,0.0,7,1
2.4579618,2.456397,2.5812602,2.3353794,29.117279605107104,0.09358434,0.0,7,1
2.5745685,2.5734625,3.784403,2.2996294,34.17083159466072,0.4189053,0.0,8,0
2.4005783,2.3999412,2.5799432,2.234144,27.29178955620687,0.10658805,0.0,6,2
2.5583062,2.5639586,3.7432995,2.2772157,33.403318982579584,0.40364265,0.0,8,0
2.5653367,2.5629616,3.67962,2.3041058,33.99810649533439,0.38567936,0.0,8,0
2.4393523,2.4424257,2.6323566,2.3665578,28.70237312739058,0.08738073,0.0,8,0
2.4205012,2.420932,2.5986338,2.2982404,27.698182675356684,0.09921161,0.0,7,1
2.4162812,2.4198937,2.6217742,2.3272514,27.870158751637838,0.09009139,0.0,7,1
2.544161,2.539748,3.6920738,2.3131146,32.71485074961524,0.3907197,0.0,8,0
2.4508255,2.452215,2.6914868,2.3077688,28.73521955223053,0.122557566,0.0,8,0
2.52892,2.5357623,3.6213267,2.2410932,32.57452964625752,0.37848586,0.0,7,1
2.5362914,2.5415301,3.7320786,2.3069236,33.0482089807104,0.40368897,0.0,7,1
2.5889902,2.580462,3.7877305,2.3501709,34.22048225164756,0.41042408,0.0,8,0
2.426122,2.4258132,2.5003014,2.3039112,28.15203540279989,0.062166244,0.0,8,0
2.5369127,2.540899,3.7344902,2.256146,32.65158820442019,0.41260526,0.0,7,1
2.5483513,2.5472083,3.7108212,2.3362582,33.32242605807763,0.3922142,0.0,7,1
2.4478698,2.4504757,2.5821285,2.3447812,29.05530881869276,0.08280675,0.0,7,1
2.54285,2.5365858,3.7379792,2.288362,32.49612290922723,0.4075453,0.0,7,1
2.4146059,2.4168973,2.4941132,2.254196,27.661678415921514,0.07465295,0.0,7,1
2.3833284,2.3837554,2.4412506,2.3145213,26.846777147173064,0.040306278,0.0,8,0
2.5673108,2.5566688,3.7129369,2.246886,33.382900591480265,0.40507117,0.0,7,1
