radius_of_gyration,mean_coord_distance,max_coord_distance,min_coord_distance,binding_site_volume,asymmetry,accessibility_score,occupied_octants,empty_octants
2.7551937,2.7922182,3.7097852,2.2408257,27.4652172933178,0.6211064,0.0,6,2
2.2972257,2.3223164,2.4295912,2.252357,17.2698042916011,0.05497093,0.2222222222222222,6,2
2.2640297,2.3798358,2.4980593,2.2974153,11.786340731464064,0.076082915,0.3333333333333333,6,2
2.564505,2.6433764,3.6069906,2.2744439,21.05981981265743,0.46737167,0.1111111111111111,6,2
2.516869,2.534718,3.4447925,2.2505536,14.229210052053675,0.40052074,0.2222222222222222,4,4
2.3159435,2.4144776,2.6242151,2.2904377,11.140218959198894,0.11194612,0.3333333333333333,5,3
2.267832,2.3427248,2.4559696,2.2685263,11.627010299931413,0.07465458,0.3333333333333333,6,2
2.370242,2.5501132,3.747224,2.3034976,17.15829341644967,0.49135005,0.2222222222222222,6,2
2.3382537,2.494685,3.4697125,2.230809,16.254273130558293,0.40492418,0.2222222222222222,6,2
2.3573027,2.5422864,3.6998515,2.249154,16.45786290621807,0.4786398,0.2222222222222222,6,2
2.6660776,2.6241667,3.6365933,2.2628322,34.140217529851974,0.5052036,0.0,7,1
2.3807354,2.5493722,3.783992,2.2449949,17.274003505501124,0.5084444,0.2222222222222222,6,2
2.3907583,2.5800796,3.7399886,2.2813141,16.67439284487463,0.4852513,0.2222222222222222,5,3
2.3444927,2.544358,3.657037,2.2368052,16.61014961790148,0.45978642,0.2222222222222222,6,2
2.2515664,2.5050228,2.9445705,2.250578,6.028182271334526,0.23999779,0.4444444444444444,3,5
2.4193969,2.5446641,3.6122165,2.3142614,15.442109439407504,0.4381596,0.2222222222222222,6,2
2.4351346,2.515877,3.44839,2.3045154,16.09477322189262,0.38235086,0.2222222222222222,7,1
2.1491823,2.3663306,2.4577637,2.2940135,6.758262732766595,0.061303932,0.4444444444444444,4,4
2.3837798,2.5462413,3.708087,2.260508,16.478073098889144,0.47788447,0.2222222222222222,6,2
2.3555853,2.5704288,3.6545048,2.233854,16.748950979867256,0.4587625,0.2222222222222222,6,2
2.3198678,2.5216136,3.5053997,2.2682378,15.248019868996602,0.41152826,0.2222222222222222,6,2
2.5677974,2.5579762,3.692742,2.2970846,33.288967267697,0.3945741,0.0,8,0
2.6666472,2.6206815,3.7256281,2.22713,32.980214558981224,0.5197672,0.0,8,0
2.6671991,2.630514,3.6783948,2.279144,33.908477553647096,0.50043756,0.0,8,0
2.4835,2.4745839,3.3384295,2.272688,27.75433251975145,0.31381702,0.0,8,0
2.350815,2.3716688,2.5113556,2.2677324,22.59438572747704,0.08041134,0.1111111111111111,8,0
2.531547,2.5300062,3.7038484,2.314327,32.15197291320513,0.39808306,0.0,8,0
2.4154427,2.6018093,3.7702532,2.3066847,16.218861361369456,0.4833279,0.2222222222222222,6,2
2.614595,2.6019263,3.7359238,2.368862,34.15100826702551,0.41418797,0.0,8,0
2.3334746,2.3828971,2.4982028,2.2947338,18.41248487075779,0.070022255,0.2222222222222222,6,2
2.5494945,2.5454872,3.7697873,2.269493,32.25749327126234,0.41912428,0.0,8,0
2.4640148,2.5496435,3.7333457,2.2788398,23.823880988760394,0.45443615,0.1111111111111111,7,1
2.5063064,2.5348668,3.6509187,2.2436597,28.542003291138414,0.40281686,0.0,8,0
2.5082622,2.508492,3.7165697,2.229101,27.241226876348474,0.43385857,0.0,8,0
2.3655481,2.3802664,2.6957173,2.2601771,22.972809261893033,0.12983711,0.1111111111111111,8,0
2.5259938,2.5111213,3.4200702,2.3307483,29.906957038878428,0.32408953,0.0,8,0
2.67007,2.6212199,3.7079506,2.2527514,34.85200607002276,0.52091545,0.0,8,0
2.4210985,2.4233673,2.6824987,2.320043,27.381207981621273,0.10557352,0.0,7,1
2.3736477,2.4024425,2.5322123,2.2803714,22.467337809645137,0.08423067,0.1111111111111111,7,1
2.1955774,2.391392,2.5303135,2.2848177,11.664393119321797,0.102416314,0.3333333333333333,6,2
2.417878,2.4232109,2.529999,2.2994761,27.597565640651197,0.08946781,0.0,7,1
2.5396557,2.5346591,3.7326305,2.2604423,31.72635790036871,0.41518232,0.0,7,1
2.385935,2.4136,2.687787,2.2962782,22.741523167856624,0.12374322,0.1111111111111111,7,1
2.5746994,2.5600886,3.767679,2.2577195,32.662388912929394,0.42259195,0.0,8,0
2.494216,2.5359333,3.7378602,2.269935,27.633753353509608,0.42904294,0.0,7,1
2.3695965,2.3861217,2.5639625,2.2769043,23.16306974815802,0.08843848,0.1111111111111111,7,1
2.349991,2.3729644,2.504474,2.2912471,22.315534166725946,0.065024905,0.1111111111111111,7,1
2.2454627,2.3976545,2.6107872,2.2469747,12.097929369572949,0.10971266,0.3333333333333333,5,3
2.4993167,2.5368192,3.7101054,2.3049982,27.844844610528042,0.42486882,0.0,7,1
2.3589804,2.371722,2.5348387,2.2418969,23.010429759772656,0.110794246,0.1111111111111111,6,2
2.3282144,2.3594668,2.4477124,2.3084826,21.418658799061898,0.049193002,0.1111111111111111,6,2
2.482989,2.4978547,3.4326956,2.2350626,28.014597517357675,0.34544864,0.0,6,2
2.4424932,2.4393015,2.815334,2.2439256,27.619703033832387,0.18350482,0.0,6,2
2.6405046,2.6110644,3.7856145,2.2867017,34.26176456046847,0.47087312,0.0,7,1
2.6620648,2.6154485,3.654267,2.2313645,34.04579059015741,0.5088874,0.0,7,1
2.5017762,2.5114865,3.7543144,2.2553284,28.144721198807993,0.44328445,0.0,7,1
2.530808,2.5138903,3.5373564,2.3157938,29.467966879856895,0.36424944,0.0,7,1
