radius_of_gyration,mean_coord_distance,max_coord_distance,min_coord_distance,binding_site_volume,asymmetry,accessibility_score,occupied_octants,empty_octants
2.4355688,2.4339142,2.6842902,2.329506,28.406194827287806,0.101647675,0.0,7,1
2.4291465,2.427062,2.640546,2.283615,28.207512634329035,0.118147455,0.0,8,0
2.4173822,2.4166346,2.5154283,2.2793863,27.729842371090967,0.07895762,0.0,7,1
2.4529407,2.4522707,2.6117601,2.3232727,29.00888927137225,0.11469571,0.0,8,0
2.428602,2.4291263,2.7053463,2.3007178,28.197736777511448,0.122037165,0.0,7,1
2.416604,2.4171236,2.6503036,2.2991502,27.935131473338892,0.107929826,0.0,7,1
2.4693162,2.4669676,2.9702165,2.2682395,29.011101476489838,0.20048104,0.0,8,0
2.416989,2.4169345,2.550957,2.2454386,27.83015383889157,0.10314272,0.0,7,1
2.4339218,2.4329133,2.6742089,2.2624087,28.46482342552749,0.11934942,0.0,8,0
2.576333,2.5613935,3.697039,2.299,34.2323073329864,0.39489767,0.0,8,0
2.4168727,2.4157171,2.5568726,2.3029768,28.004270553380337,0.095117144,0.0,8,0
2.393012,2.3936293,2.504096,2.3197632,27.156368056732184,0.06318823,0.0,8,0
2.4199018,2.4210346,2.6648319,2.2299118,27.974368378610805,0.13855654,0.0,8,0
2.4088743,2.4080496,2.6045153,2.3001292,27.62031806601819,0.08929632,0.0,8,0
2.417991,2.416829,2.54187,2.315534,27.912156449682364,0.077417254,0.0,8,0
2.410255,2.4120634,2.5370073,2.3363435,27.832244125093855,0.062415022,0.0,7,1
2.416927,2.4166384,2.585457,2.3043425,27.98450046224229,0.08987965,0.0,7,1
2.4129398,2.4141808,2.7010572,2.309394,27.842313587410224,0.11474625,0.0,8,0
2.422303,2.4233136,2.5737727,2.281994,27.778627809034596,0.09462357,0.0,8,0
2.4338927,2.436673,2.5926814,2.3259642,28.349857457426214,0.08389192,0.0,8,0
2.4261975,2.4257953,2.6267078,2.2255595,28.256873498635095,0.114343144,0.0,7,1
2.3978405,2.399407,2.51446,2.2808115,27.19027324060699,0.07441181,0.0,7,1
2.409256,2.410336,2.507529,2.306751,27.637640114488278,0.068648845,0.0,8,0
2.414344,2.4147797,2.7895148,2.3028033,27.609142953284817,0.13921954,0.0,8,0
2.4470253,2.4515715,2.5979416,2.2954082,28.998589518012956,0.116224736,0.0,7,1
2.4079792,2.4108458,2.671479,2.2498,27.46595930008225,0.12111736,0.0,7,1
2.4470115,2.4453402,2.8171792,2.3151026,28.799954898907327,0.14080039,0.0,7,1
2.4170744,2.4190853,2.5860167,2.3297005,28.122754419262513,0.09076347,0.0,7,1
2.4037359,2.4070182,2.57616,2.2839224,27.361616600457523,0.08747756,0.0,8,0
2.4165657,2.4180715,2.6728995,2.2624097,27.778337493626974,0.13037103,0.0,8,0
2.4226573,2.4221666,2.5877616,2.305362,28.100639941704895,0.082451604,0.0,7,1
2.4034338,2.4027703,2.5031958,2.3135037,27.292187184172708,0.0684292,0.0,8,0
