radius_of_gyration,mean_coord_distance,max_coord_distance,min_coord_distance,binding_site_volume,asymmetry,accessibility_score,occupied_octants,empty_octants
2.4732406,2.4716616,2.706031,2.3403862,31.57484682549441,0.09798535,0.0,8,0
2.4358473,2.4530773,2.759437,2.3355918,26.261381220301626,0.12275508,0.0,7,1
2.4680238,2.463396,2.8635807,2.328541,30.937519000059996,0.15313394,0.0,8,0
2.4460092,2.444526,2.644786,2.306686,31.029801810695407,0.10886384,0.0,8,0
2.4850645,2.484656,2.744376,2.2984781,32.64214611688816,0.13298407,0.0,8,0
2.5088327,2.5065706,2.7515452,2.3140883,33.27267609723496,0.1401224,0.0,7,1
2.4482417,2.4484067,2.6819773,2.3307285,30.78863835284037,0.10824559,0.0,8,0
2.471601,2.4716434,2.6113024,2.2966077,32.224062075188726,0.097808994,0.0,8,0
2.470736,2.4686236,2.8321724,2.308702,31.6462949816176,0.13977444,0.0,8,0
1.8672093,2.368503,2.420373,2.298737,1.4553407434793157,0.051637612,0.5555555555555556,3,5
2.2831264,2.4321418,2.569321,2.322349,13.987268811448669,0.082928576,0.2222222222222222,5,3
2.4061024,2.477457,2.64643,2.3226054,21.723572423909058,0.11376163,0.1111111111111111,5,3
2.1239417,2.471137,2.563317,2.4106054,4.628953899012465,0.05699191,0.4444444444444444,4,4
2.366969,2.4558606,2.6550515,2.335873,20.367222377677795,0.10111801,0.1111111111111111,6,2
2.4403005,2.4646869,2.596516,2.3844497,25.888360773717622,0.06973912,0.0,7,1
2.4529586,2.4516304,2.6447868,2.305362,31.30901797407729,0.097525135,0.0,8,0
2.282587,2.4542792,2.665519,2.31657,13.045171500090616,0.10782741,0.2222222222222222,6,2
2.2871916,2.4893603,3.0073414,2.3201075,14.386753933957355,0.21934855,0.2222222222222222,6,2
2.4297192,2.4861488,2.677036,2.32678,21.744084921532327,0.113969035,0.1111111111111111,7,1
2.3026366,2.4870443,2.6537144,2.3303413,10.291392032322758,0.10798425,0.3333333333333333,5,3
2.3407772,2.441204,2.4929109,2.3811555,16.669176460625923,0.040095776,0.2222222222222222,6,2
2.4131808,2.466248,2.6928961,2.2931857,23.21730245325002,0.13740845,0.1111111111111111,6,2
2.4738607,2.4738336,2.6049764,2.340086,32.10184459278137,0.079747215,0.0,6,2
